,Manual_Genes
ATP1A1,True
ATP1A1-AS1,False
ATP1A2,False
ATP1A3,False
ATP1A4,False
ATP1B1,True
ATP1B2,False
ATP1B3,True
ATP1B3-AS1,False
ATP1B4,False
ATP23,False
ATP2A1,False
ATP2A1-AS1,False
ATP2A2,False
ATP2A3,False
ATP2B1,True
ATP2B1-AS1,False
ATP2B2,False
ATP2B3,False
ATP2B4,True
ATP2C1,False
ATP2C2,False
ATP2C2-AS1,False
ATP4A,False
ATP4B,False
ATP5A1,False
ATP5B,False
ATP5C1,False
ATP5D,False
ATP5E,False
ATP5EP2,False
ATP5F1,False
ATP5F1A,False
ATP5F1B,False
ATP5F1C,False
ATP5F1D,False
ATP5F1E,False
ATP5G1,False
ATP5G2,False
ATP5G3,False
ATP5H,False
ATP5I,False
ATP5IF1,False
ATP5J,False
ATP5J2,False
ATP5J2-PTCD1,False
ATP5L,False
ATP5L2,False
ATP5MC1,False
ATP5MC2,False
ATP5MC3,False
ATP5MD,False
ATP5ME,False
ATP5MF,False
ATP5MF-PTCD1,False
ATP5MG,False
ATP5MGL,False
ATP5MPL,False
ATP5O,False
ATP5PB,False
ATP5PD,False
ATP5PF,False
ATP5PO,False
ATP5S,False
ATP5SL,False
ATP6AP1,False
ATP6AP1L,False
ATP6AP2,False
ATP6V0A1,False
ATP6V0A2,False
ATP6V0A4,False
ATP6V0B,False
ATP6V0C,False
ATP6V0D1,False
ATP6V0D2,False
ATP6V0E1,False
ATP6V0E2,False
ATP6V0E2-AS1,False
ATP6V1A,False
ATP6V1B1,False
ATP6V1B1-AS1,False
ATP6V1B2,True
ATP6V1C1,False
ATP6V1C2,False
ATP6V1D,False
ATP6V1E1,False
ATP6V1E2,False
ATP6V1F,False
ATP6V1FNB,False
ATP6V1G1,False
ATP6V1G2,False
ATP6V1G2-DDX39B,False
ATP6V1G3,False
ATP6V1H,False
ATP7A,False
ATP7B,False
ATP8A1,False
ATP8A2,False
ATP8B1,True
ATP8B2,False
ATP8B3,False
ATP8B4,True
ATP9A,False
ATP9B,False
ATPAF1,False
ATPAF2,False
ATPIF1,False
ATPSCKMT,False
ATR,False
ATRAID,False
ATRIP,False
ATRN,False
ATRNL1,False
ATRX,False
ATXN1,False
ATXN10,False
ATXN1L,False
ATXN2,False
ATXN2-AS,False
ATXN2L,False
ATXN3,False
ATXN7,False
ATXN7-1,False
ATXN7L1,False
ATXN7L2,False
ATXN7L3,False
ATXN7L3B,False
ATXN8OS,False
AUH,False
AUNIP,False
AUP1,False
AURKA,False
AURKAIP1,False
AURKB,False
AURKC,False
AUTS2,True
AUXG01000058.1,False
AVEN,False
AVIL,False
AVL9,False
AVP,False
AVPI1,False
AVPR1A,False
AVPR1B,False
AVPR2,False
AWAT1,False
AWAT2,False
AXDND1,False
AXIN1,False
AXIN2,False
AXL,True
AY269186.2,False
AZGP1,True
AZI1,False
AZI2,False
AZIN1,False
AZIN1-AS1,False
AZIN2,False
AZU1,False
B2M,True
B3GALNT1,False
B3GALNT2,False
B3GALT1,False
B3GALT2,False
B3GALT4,False
B3GALT5,False
B3GALT5-AS1,False
B3GALT6,False
B3GALTL,False
B3GAT1,False
B3GAT2,False
B3GAT3,False
B3GLCT,False
B3GNT1,False
B3GNT10,False
B3GNT2,False
B3GNT3,True
B3GNT4,False
B3GNT5,True
B3GNT6,False
B3GNT7,False
B3GNT8,False
B3GNT9,False
B3GNTL1,False
B4GALNT1,False
B4GALNT2,False
B4GALNT3,True
B4GALNT4,False
B4GALT1,True
B4GALT1-AS1,False
B4GALT2,False
B4GALT3,False
B4GALT4,False
B4GALT4-AS1,False
B4GALT5,True
B4GALT6,False
B4GALT7,False
B4GAT1,False
B9D1,False
B9D2,False
BAALC,False
BAALC-AS1,False
BAALC-AS2,False
BAAT,False
BABAM1,False
BABAM2,False
BACE1,True
BACE1-AS,False
BACE2,True
BACE2-IT1,False
BACH1,True
BACH1-AS1,False
BACH1-IT1,False
BACH1-IT2,False
BACH2,True
BAD,False
BAG1,False
BAG2,False
BAG3,True
BAG4,False
BAG5,False
BAG6,False
BAHCC1,False
BAHD1,False
BAI1,False
BAI2,False
BAI3,False
BAIAP2,False
BAIAP2-AS1,False
BAIAP2-DT,False
BAIAP2L1,True
BAIAP2L2,False
BAIAP3,False
BAK1,False
BAMBI,False
BANCR,False
BANF1,False
BANF2,False
BANK1,True
BANP,False
BAP1,False
BARD1,False
BARHL1,False
BARHL2,False
BARX1,False
BARX1-DT,False
BARX2,True
BASP1,True
BASP1-AS1,False
BATF,False
BATF2,False
BATF3,True
BAX,False
BAZ1A,False
BAZ1B,False
BAZ2A,False
BAZ2B,False
BBC3,False
BBIP1,False
BBOF1,False
BBOX1,False
BBOX1-AS1,False
BBS1,False
BBS10,False
BBS12,False
BBS2,False
BBS4,False
BBS5,False
BBS7,False
BBS9,False
BBX,False
BCAM,True
BCAN,False
BCAP29,False
BCAP31,False
BCAR1,False
BCAR3,False
BCAR4,False
BCAS1,True
BCAS2,False
BCAS3,False
BCAS4,False
BCAT1,True
BCAT2,False
BCCIP,False
BCDIN3D,False
BCDIN3D-AS1,False
BCHE,False
BCKDHA,False
BCKDHB,False
BCKDK,False
BCL10,False
BCL11A,True
BCL11B,True
BCL2,True
BCL2A1,True
BCL2L1,False
BCL2L10,False
BCL2L11,False
BCL2L12,False
BCL2L13,False
BCL2L14,False
BCL2L15,False
BCL2L2,False
BCL2L2-PABPN1,False
BCL3,True
BCL6,False
BCL6B,False
BCL7A,False
BCL7B,False
BCL7C,False
BCL9,False
BCL9L,False
BCLAF1,False
BCLAF3,False
BCMO1,False
BCO1,False
BCO2,False
BCOR,False
BCORL1,False
BCR,True
BCS1L,False
BCYRN1,False
BDH1,False
BDH2,False
BDKRB1,False
BDKRB2,False
BDNF,False
BDNF-AS,False
BDP1,False
BEAN1,False
BEAN1-AS1,False
BECN1,False
BEGAIN,False
BEND2,False
BEND3,False
BEND4,False
BEND5,False
BEND6,False
BEND7,False
BEST1,False
BEST2,False
BEST3,False
BEST4,False
BET1,False
BET1L,False
BEX1,False
BEX2,False
BEX3,False
BEX4,False
BEX5,False
BFAR,False
BFSP1,False
BFSP2,False
BFSP2-AS1,False
BGLAP,False
BGN,True
BHLHA15,False
BHLHB9,False
BHLHE22,False
BHLHE40,True
BHLHE40-AS1,False
BHLHE41,True
BHMG1,False
BHMT,False
BHMT2,False
BICC1,True
BICD1,True
BICD2,False
BICDL1,False
BICDL2,False
BICRA,False
BICRA-AS1,False
BICRAL,False
BID,True
BIK,False
BIN1,False
BIN2,False
BIN3,False
BIRC2,False
BIRC3,True
BIRC5,False
BIRC6,False
BIRC6-AS1,False
BIRC7,False
BISPR,False
BIVM,False
BIVM-ERCC5,False
BLACAT1,False
BLACE,False
BLCAP,False
BLID,False
BLK,False
BLM,False
BLMH,False
BLNK,True
BLOC1S1,False
BLOC1S2,False
BLOC1S3,False
BLOC1S4,False
BLOC1S5,False
BLOC1S5-TXNDC5,False
BLOC1S6,False
BLVRA,False
BLVRB,False
BLZF1,False
BMERB1,False
BMF,False
BMI1,False
BMP1,False
BMP2,False
BMP2K,True
BMP3,False
BMP4,False
BMP5,False
BMP6,False
BMP7,False
BMP8A,False
BMP8B,False
BMPER,False
BMPR1A,False
BMPR1B,True
BMPR1B-DT,False
BMPR2,False
BMS1,False
BMS1P14,False
BMT2,False
BMX,False
BNC1,False
BNC2,True
BNC2-AS1,False
BNIP1,False
BNIP2,False
BNIP3,True
BNIP3L,True
BNIP5,False
BNIPL,False
BOC,True
BOD1,False
BOD1L1,False
BOK,False
BOK-AS1,False
BOLA1,False
BOLA2,False
BOLA2-SMG1P6,False
BOLA2B,False
BOLA3,False
BOLA3-AS1,False
BOLL,False
BOP1,False
BORA,False
BORCS5,False
BORCS6,False
BORCS7,False
BORCS7-ASMT,False
BORCS8,False
BORCS8-MEF2B,False
BPGM,False
BPHL,False
BPI,False
BPIFA1,False
BPIFA2,False
BPIFA3,False
BPIFB1,False
BPIFB2,False
BPIFB4,False
BPIFC,False
BPNT1,False
BPNT2,False
BPTF,False
BRAF,True
BRAP,False
BRAT1,False
BRCA1,False
BRCA2,False
BRCC3,False
BRD1,False
BRD2,False
BRD3,False
BRD3OS,False
BRD4,False
BRD7,False
BRD8,False
BRD9,False
BRDT,False
BRE,False
BRF1,False
BRF2,False
BRI3,False
BRI3BP,False
BRICD5,False
BRINP1,False
BRINP2,False
BRINP3,False
BRIP1,False
BRIX1,False
BRK1,False
BRMS1,False
BRMS1L,False
BROX,False
BRPF1,False
BRPF3,False
BRS3,False
BRSK1,False
BRSK2,False
BRWD1,False
BRWD1-AS1,False
BRWD1-AS2,False
BRWD1-IT1,False
BRWD3,False
BSCL2,False
BSDC1,False
BSG,False
BSN,False
BSN-AS1,False
BSN-AS2,False
BSN-DT,False
BSND,False
BSPH1,False
BSPRY,False
BST1,True
BST2,False
BSX,False
BTAF1,False
BTBD1,False
BTBD10,False
BTBD11,False
BTBD16,False
BTBD17,False
BTBD18,False
BTBD19,False
BTBD2,False
BTBD3,False
BTBD6,False
BTBD7,False
BTBD8,False
BTBD9,False
BTBD9-AS1,False
BTC,False
BTD,False
BTF3,False
BTF3L4,False
BTG1,True
BTG2,True
BTG3,False
BTG3-AS1,False
BTG4,False
BTK,True
BTLA,False
BTN1A1,False
BTN2A1,False
BTN2A2,False
BTN3A1,False
BTN3A2,True
BTN3A3,False
BTNL2,False
BTNL3,False
BTNL8,True
BTNL9,True
BTRC,False
BUB1,False
BUB1B,False
BUB1B-PAK6,False
BUB3,False
BUD13,False
BUD23,False
BUD31,False
BVES,False
BVES-AS1,False
BX004987.1,False
BX005019.1,False
BX005040.1,False
BX005266.2,False
BX072579.1,False
BX072579.2,False
BX088651.1,False
BX088651.2,False
BX088651.4,False
BX088723.1,False
BX119904.2,False
BX248123.1,False
BX255923.1,False
BX255923.2,False
BX255923.3,False
BX255925.1,False
BX255925.3,False
BX255925.4,False
BX276092.9,False
BX284613.2,False
BX284668.2,False
BX284668.5,False
BX284668.6,False
BX293535.1,False
BX322234.1,False
BX322234.2,False
BX322557.1,False
BX322559.1,False
BX322559.3,False
BX322562.1,False
BX323043.1,False
BX323046.1,False
BX323046.2,False
BX324167.1,False
BX324167.2,False
BX470102.1,False
BX470102.2,False
BX470102.3,False
BX470209.1,False
BX537318.1,False
BX539320.1,False
BX546450.2,False
BX571846.1,False
BX640514.2,False
BX649601.1,False
BX649632.1,False
BX664615.2,False
BX664727.3,False
BX842570.1,False
BX890604.1,False
BX890604.2,False
BYSL,False
BZRAP1,False
BZRAP1-AS1,False
BZW1,False
BZW2,False
C10ORF68,False
C10orf10,False
C10orf105,False
C10orf107,False
C10orf11,False
C10orf111,False
C10orf113,False
C10orf115,False
C10orf118,False
C10orf12,False
C10orf120,False
C10orf126,False
C10orf128,False
C10orf129,False
C10orf131,False
C10orf142,False
C10orf143,False
C10orf2,False
C10orf25,False
C10orf32,False
C10orf35,False
C10orf40,False
C10orf53,False
C10orf54,False
C10orf55,False
C10orf62,False
C10orf67,False
C10orf71,False
C10orf76,False
C10orf82,False
C10orf85,False
C10orf88,False
C10orf90,False
C10orf91,False
C10orf95,False
C10orf99,False
C11orf1,False
C11orf16,False
C11orf21,False
C11orf24,False
C11orf30,False
C11orf31,False
C11orf35,False
C11orf40,False
C11orf42,False
C11orf44,False
C11orf45,False
C11orf48,False
C11orf49,False
C11orf52,False
C11orf53,False
C11orf54,False
C11orf57,False
C11orf58,False
C11orf63,False
C11orf65,False
C11orf68,False
C11orf70,False
C11orf71,False
C11orf72,False
C11orf73,False
C11orf74,False
C11orf80,True
C11orf82,False
C11orf83,False
C11orf84,False
C11orf85,False
C11orf86,False
C11orf87,False
C11orf88,False
C11orf91,False
C11orf94,False
C11orf95,False
C11orf96,True
C11orf97,False
C11orf98,False
C12orf10,False
C12orf23,False
C12orf29,False
C12orf36,False
C12orf39,False
C12orf4,False
C12orf40,False
C12orf42,False
C12orf43,False
C12orf44,False
C12orf45,False
C12orf49,False
C12orf5,False
C12orf50,False
C12orf54,False
C12orf55,False
C12orf56,False
C12orf57,False
C12orf60,False
C12orf61,False
C12orf65,False
C12orf66,False
C12orf68,False
C12orf71,False
C12orf73,False
C12orf74,False
C12orf75,True
C12orf76,False
C12orf77,False
C12orf79,False
C12orf80,False
C12orf81,False
C13orf42,False
C13orf45,False
C13orf46,False
C14orf1,False
C14orf105,False
C14orf119,False
C14orf132,False
C14orf142,False
C14orf144,False
C14orf159,False
C14orf164,False
C14orf166,False
C14orf166B,False
C14orf169,False
C14orf177,False
C14orf178,False
C14orf180,False
C14orf182,False
C14orf2,False
C14orf23,False
C14orf28,False
C14orf37,False
C14orf39,False
C14orf64,False
C14orf79,False
C14orf80,False
C14orf93,False
C15orf26,False
C15orf27,False
C15orf32,False
C15orf38,False
C15orf38-AP3S2,False
C15orf39,False
C15orf40,False
C15orf41,False
C15orf48,True
C15orf52,False
C15orf53,False
C15orf54,False
C15orf56,False
C15orf57,False
C15orf59,False
C15orf59-AS1,False
C15orf61,False
C15orf62,False
C15orf65,False
C16orf11,False
C16orf13,False
C16orf45,False
C16orf46,False
C16orf47,False
C16orf52,False
C16orf54,False
C16orf58,False
C16orf59,False
C16orf62,False
C16orf70,False
C16orf71,False
C16orf72,False
C16orf74,False
C16orf78,False
C16orf80,False
C16orf82,False
C16orf86,False
C16orf87,False
C16orf89,False
C16orf90,False
C16orf91,False
C16orf92,False
C16orf93,False
C16orf95,False
C16orf96,False
C16orf98,False
C17orf100,False
C17orf103,False
C17orf104,False
C17orf105,False
C17orf107,False
C17orf113,False
C17orf47,False
C17orf49,False
C17orf50,False
C17orf51,False
C17orf53,False
C17orf58,False
C17orf59,False
C17orf62,False
C17orf64,False
C17orf66,False
C17orf67,False
C17orf70,False
C17orf72,False
C17orf75,False
C17orf77,False
C17orf78,False
C17orf80,False
C17orf82,False
C17orf85,False
C17orf89,False
C17orf96,False
C17orf97,False
C17orf98,False
C17orf99,False
C18orf21,False
C18orf25,False
C18orf32,False
C18orf54,False
C18orf56,False
C18orf63,False
C18orf65,False
C18orf8,False
C19orf10,False
C19orf12,False
C19orf18,False
C19orf24,False
C19orf25,False
C19orf26,False
C19orf33,True
C19orf35,False
C19orf38,False
C19orf40,False
C19orf43,False
C19orf44,False
C19orf45,False
C19orf47,False
C19orf48,False
C19orf52,False
C19orf53,False
C19orf54,False
C19orf55,False
C19orf57,False
C19orf59,False
C19orf60,False
C19orf66,False
C19orf67,False
C19orf68,False
C19orf69,False
C19orf70,False
C19orf71,False
C19orf73,False
C19orf77,False
C19orf80,False
C19orf81,False
C19orf82,False
C19orf83,False
C19orf84,False
C19orf85,False
C1D,False
C1GALT1,False
C1GALT1C1,False
C1GALT1C1L,False
C1QA,True
C1QB,True
C1QBP,False
C1QC,True
C1QL1,False
C1QL2,False
C1QL3,False
C1QL4,False
C1QTNF1,False
C1QTNF1-AS1,False
C1QTNF12,False
C1QTNF2,False
C1QTNF3,False
C1QTNF3-AMACR,False
C1QTNF4,False
C1QTNF5,False
C1QTNF6,False
C1QTNF7,False
C1QTNF8,False
C1QTNF9,False
C1QTNF9-AS1,False
C1QTNF9B,False
C1QTNF9B-AS1,False
C1R,True
C1RL,False
C1RL-AS1,False
C1S,True
C1orf100,False
C1orf101,False
C1orf105,False
C1orf106,False
C1orf109,False
C1orf110,False
C1orf112,False
C1orf115,False
C1orf116,False
C1orf122,False
C1orf123,False
C1orf127,False
C1orf131,False
C1orf132,False
C1orf134,False
C1orf137,False
C1orf141,False
C1orf143,False
C1orf145,False
C1orf146,False
C1orf147,False
C1orf158,False
C1orf159,False
C1orf162,True
C1orf167,False
C1orf168,False
C1orf170,False
C1orf172,False
C1orf173,False
C1orf174,False
C1orf177,False
C1orf185,False
C1orf186,False
C1orf189,False
C1orf192,False
C1orf194,False
C1orf195,False
C1orf198,False
C1orf200,False
C1orf204,False
C1orf21,True
C1orf210,False
C1orf213,False
C1orf216,False
C1orf220,False
C1orf222,False
C1orf226,False
C1orf227,False
C1orf228,False
C1orf229,False
C1orf232,False
C1orf233,False
C1orf234,False
C1orf27,False
C1orf35,False
C1orf43,False
C1orf50,False
C1orf51,False
C1orf52,False
C1orf53,False
C1orf54,True
C1orf56,False
C1orf61,False
C1orf63,False
C1orf64,False
C1orf74,False
C1orf85,False
C1orf86,False
C1orf87,False
C1orf94,False
C1orf95,False
C2,True
C2-AS1,False
C20ORF135,False
C20orf112,False
C20orf141,False
C20orf144,False
C20orf166-AS1,False
C20orf173,False
C20orf187,False
C20orf194,False
C20orf195,False
C20orf196,False
C20orf197,False
C20orf201,False
C20orf202,False
C20orf203,False
C20orf204,False
C20orf24,False
C20orf26,False
C20orf27,False
C20orf85,False
C20orf96,False
C21orf119,False
C21orf128,False
C21orf2,False
C21orf33,False
C21orf37,False
C21orf49,False
C21orf58,False
C21orf59,False
C21orf62,False
C21orf62-AS1,False
C21orf67,False
C21orf88,False
C21orf90,False
C21orf91,False
C21orf91-OT1,False
C22orf15,False
C22orf23,False
C22orf24,False
C22orf26,False
C22orf29,False
C22orf31,False
C22orf34,False
C22orf39,False
C22orf42,False
C22orf43,False
C22orf46,False
C2CD2,False
C2CD2L,False
C2CD3,False
C2CD4A,False
C2CD4B,False
C2CD4C,False
C2CD4D,False
C2CD4D-AS1,False
C2CD5,False
C2CD6,False
C2ORF15,False
C2orf15,False
C2orf16,False
C2orf27A,False
C2orf27B,False
C2orf40,False
C2orf42,False
C2orf43,False
C2orf44,False
C2orf47,False
C2orf48,False
C2orf49,False
C2orf50,False
C2orf54,False
C2orf61,False
C2orf62,False
C2orf66,False
C2orf68,False
C2orf69,False
C2orf70,False
C2orf71,False
C2orf72,False
C2orf73,False
C2orf74,False
C2orf76,False
C2orf78,False
C2orf80,False
C2orf81,False
C2orf82,False
C2orf83,False
C2orf88,False
C2orf91,False
C2orf92,False
C3,True
C3AR1,True
C3orf14,False
C3orf17,False
C3orf18,False
C3orf20,False
C3orf22,False
C3orf27,False
C3orf30,False
C3orf33,False
C3orf35,False
C3orf36,False
C3orf38,False
C3orf49,False
C3orf52,True
C3orf55,False
C3orf56,False
C3orf58,False
C3orf62,False
C3orf65,False
C3orf67,False
C3orf67-AS1,False
C3orf70,False
C3orf79,False
C3orf80,False
C3orf83,False
C3orf84,False
C3orf85,False
C3orf86,False
C4A,False
C4B,False
C4BPA,False
C4BPB,False
C4orf17,False
C4orf19,False
C4orf21,False
C4orf22,False
C4orf26,False
C4orf27,False
C4orf29,False
C4orf3,False
C4orf32,False
C4orf33,False
C4orf36,False
C4orf45,False
C4orf46,False
C4orf47,False
C4orf48,False
C4orf50,False
C4orf51,False
C4orf54,False
C4orf6,False
C5,False
C5AR1,True
C5AR2,False
C5orf15,False
C5orf17,False
C5orf22,False
C5orf24,False
C5orf27,False
C5orf28,False
C5orf30,False
C5orf34,False
C5orf38,False
C5orf42,False
C5orf45,False
C5orf46,False
C5orf47,False
C5orf49,False
C5orf51,False
C5orf52,False
C5orf54,False
C5orf55,False
C5orf56,False
C5orf58,False
C5orf60,False
C5orf63,False
C5orf64,False
C5orf64-AS1,False
C5orf66,False
C5orf66-AS1,False
C5orf66-AS2,False
C5orf67,False
C6,True
C6ORF165,False
C6orf1,False
C6orf10,False
C6orf100,False
C6orf106,False
C6orf118,False
C6orf120,False
C6orf123,False
C6orf132,True
C6orf136,False
C6orf141,False
C6orf15,False
C6orf163,False
C6orf164,False
C6orf165,False
C6orf195,False
C6orf201,False
C6orf203,False
C6orf211,False
C6orf222,False
C6orf223,False
C6orf226,False
C6orf229,False
C6orf25,False
C6orf3,False
C6orf47,False
C6orf47-AS1,False
C6orf48,False
C6orf52,False
C6orf57,False
C6orf58,False
C6orf62,False
C6orf89,False
C6orf99,False
C7,True
C7orf13,False
C7orf25,False
C7orf26,False
C7orf31,False
C7orf33,False
C7orf34,False
C7orf43,False
C7orf49,False
C7orf50,False
C7orf55,False
C7orf55-LUC7L2,False
C7orf57,False
C7orf60,False
C7orf61,False
C7orf63,False
C7orf65,False
C7orf69,False
C7orf71,False
C7orf73,False
C7orf77,False
C8A,False
C8B,False
C8G,False
C8orf12,False
C8orf17,False
C8orf31,False
C8orf33,False
C8orf34,False
C8orf34-AS1,False
C8orf37,False
C8orf37-AS1,False
C8orf4,False
C8orf44,False
C8orf44-SGK3,False
C8orf46,False
C8orf47,False
C8orf48,False
C8orf49,False
C8orf56,False
C8orf58,False
C8orf59,False
C8orf74,False
C8orf76,False
C8orf82,False
C8orf86,False
C8orf87,False
C8orf88,False
C8orf89,False
C9,False
C9orf106,False
C9orf114,False
C9orf116,False
C9orf117,False
C9orf129,False
C9orf131,False
C9orf135,False
C9orf139,False
C9orf142,False
C9orf147,False
C9orf152,False
C9orf153,False
C9orf156,False
C9orf16,False
C9orf163,False
C9orf169,False
C9orf170,False
C9orf171,False
C9orf172,False
C9orf24,False
C9orf3,False
C9orf37,False
C9orf38,False
C9orf40,False
C9orf41,False
C9orf41-AS1,False
C9orf43,False
C9orf47,False
C9orf50,False
C9orf57,False
C9orf64,False
C9orf66,False
C9orf69,False
C9orf72,True
C9orf78,False
C9orf84,False
C9orf85,False
C9orf89,False
C9orf9,False
C9orf91,False
C9orf92,False
C9orf96,False
CA1,False
CA10,False
CA11,False
CA12,False
CA13,False
CA14,False
CA2,True
CA3,False
CA3-AS1,False
CA4,False
CA5A,False
CA5B,False
CA6,False
CA7,False
CA8,True
CA9,False
CAAP1,False
CAB39,False
CAB39L,False
CABCOCO1,False
CABIN1,False
CABLES1,False
CABLES2,False
CABP1,False
CABP4,False
CABP5,False
CABP7,False
CABS1,False
CABYR,False
CACFD1,False
CACHD1,False
CACNA1A,True
CACNA1B,False
CACNA1C,True
CACNA1C-AS1,False
CACNA1C-AS2,False
CACNA1C-AS3,False
CACNA1C-AS4,False
CACNA1D,True
CACNA1E,False
CACNA1F,False
CACNA1G,False
CACNA1G-AS1,False
CACNA1H,False
CACNA1I,False
CACNA1S,False
CACNA2D1,True
CACNA2D2,False
CACNA2D3,False
CACNA2D3-AS1,False
CACNA2D4,False
CACNB1,False
CACNB2,True
CACNB3,False
CACNB4,False
CACNG1,False
CACNG2,False
CACNG3,False
CACNG4,False
CACNG5,False
CACNG6,False
CACNG7,False
CACNG8,False
CACTIN,False
CACTIN-AS1,False
CACUL1,False
CACYBP,True
CAD,False
CADM1,True
CADM2,True
CADM2-AS1,False
CADM2-AS2,False
CADM3,False
CADM3-AS1,False
CADM4,False
CADPS,True
CADPS2,True
CAGE1,False
CAHM,False
CALB1,False
CALB2,False
CALCA,False
CALCB,False
CALCOCO1,False
CALCOCO2,False
CALCR,False
CALCRL,True
CALD1,True
CALHM1,False
CALHM2,False
CALHM3,False
CALHM4,False
CALHM5,False
CALHM6,False
CALM1,False
CALM2,False
CALM3,False
CALML3,False
CALML3-AS1,False
CALML4,False
CALML5,False
CALML6,False
CALN1,False
CALR,False
CALR3,False
CALU,False
CALY,False
CAMK1,False
CAMK1D,True
CAMK1G,False
CAMK2A,False
CAMK2B,False
CAMK2D,True
CAMK2G,False
CAMK2N1,False
CAMK2N2,False
CAMK4,False
CAMKK1,False
CAMKK2,False
CAMKMT,False
CAMKV,False
CAMLG,False
CAMP,False
CAMSAP1,False
CAMSAP2,False
CAMSAP3,False
CAMTA1,False
CAMTA1-DT,False
CAMTA2,False
CAND1,False
CAND2,False
CANT1,False
CANX,False
CAP1,False
CAP2,False
CAPG,True
CAPN1,False
CAPN10,False
CAPN10-AS1,False
CAPN10-DT,False
CAPN11,False
CAPN12,False
CAPN13,False
CAPN14,False
CAPN15,False
CAPN2,False
CAPN3,False
CAPN5,True
CAPN6,False
CAPN7,False
CAPN8,True
CAPN9,False
CAPNS1,False
CAPNS2,False
CAPRIN1,False
CAPRIN2,True
CAPS,False
CAPS2,False
CAPSL,False
CAPZA1,False
CAPZA2,False
CAPZA3,False
CAPZB,False
CARD10,False
CARD11,True
CARD14,False
CARD16,False
CARD17,False
CARD18,False
CARD19,False
CARD6,False
CARD8,True
CARD8-AS1,False
CARD9,False
CARF,False
CARHSP1,False
CARKD,False
CARM1,False
CARMIL1,False
CARMIL2,False
CARMIL3,False
CARMN,True
CARNMT1,False
CARNMT1-AS1,False
CARNS1,False
CARS,False
CARS-AS1,False
CARS1,False
CARS2,False
CARTPT,False
CASC1,False
CASC10,False
CASC11,False
CASC14,False
CASC15,True
CASC16,False
CASC17,False
CASC18,False
CASC19,False
CASC2,False
CASC20,False
CASC3,False
CASC4,False
CASC5,False
CASC6,False
CASC7,False
CASC8,False
CASC9,False
CASD1,False
CASK,False
CASK-AS1,False
CASKIN1,False
CASKIN2,False
CASP1,True
CASP10,False
CASP12,False
CASP14,False
CASP16,False
CASP16P,False
CASP2,False
CASP3,False
CASP4,True
CASP5,False
CASP6,False
CASP7,False
CASP8,True
CASP8AP2,False
CASP9,False
CASQ1,False
CASQ2,False
CASR,False
CASS4,False
CAST,False
CASTOR1,False
CASTOR2,False
CASTOR3,False
CASZ1,True
CAT,False
CATIP,False
CATIP-AS1,False
CATIP-AS2,False
CATSPER1,False
CATSPER2,False
CATSPER3,False
CATSPER4,False
CATSPERB,True
CATSPERD,False
CATSPERE,False
CATSPERG,False
CATSPERZ,False
CAV1,True
CAV2,True
CAV3,False
CAVIN1,True
CAVIN2,False
CAVIN3,False
CAVIN4,False
CBARP,False
CBFA2T2,False
CBFA2T3,False
CBFB,False
CBL,False
CBLB,True
CBLC,False
CBLIF,False
CBLL1,False
CBLN1,False
CBLN2,False
